"jumperSurname","jumperName","compName","compCountry","compDate","compKPoint","jumpSeries","jumperCountry","compRankPlace","jumpSpeed","jumpDistance","jumpPoints","jumpJudgeAPoints","jumpJudgeBPoints","jumpJudgeCPoints","jumpJudgeDPoints","jumpJudgeEPoints","jumpJudgeTotalPoints","jumpGate","JumpGatePoints","jumpWind","jumpWindPoints","jumpTotalPoints","jumpRankPosition","compTotalPoints","classPoints","classPrize","jumperDateOfBirth"
"KRAFT","STEFAN","Lillehammer","Norway",2013-12-08,123,1,"AUT",12,91.4,127,67.2,18,18,18,18,17.5,54,7,5.9,0.03,-0.3,126.8,12,126.8,NA,NA,1993-05-13
"KRAFT","STEFAN","Lillehammer","Norway",2013-12-08,123,2,"AUT",25,91.2,17.5,50.1,17.5,17.5,18,17.5,17,52.5,7,5.9,-0.23,2.8,111.3,29,238.1,6,550,1993-05-13
"KRANJEC","ROBERT","Lillehammer","Norway",2013-12-08,123,1,"SLO",17,91.4,126.5,66.3,18,18.5,18,18,18.5,54.5,7,5.9,0.08,-0.8,125.9,17,125.9,NA,NA,1981-07-16
"KRANJEC","ROBERT","Lillehammer","Norway",2013-12-08,123,2,"SLO",7,91.9,32,76.2,19,19,18.5,18.5,19.5,56.5,8,0,0.18,-1.8,130.9,7,256.8,36,3600,1981-07-16
"KRAUS","MARINUS","Lillehammer","Norway",2013-12-08,123,1,"GER",28,91.4,122.5,59.1,17.5,18,18.5,17.5,17,53,7,5.9,-0.06,0.7,118.7,28,118.7,NA,NA,1991-02-13
"KRAUS","MARINUS","Lillehammer","Norway",2013-12-08,123,2,"GER",23,92,26.5,66.3,18.5,18.5,18,18,17.5,54.5,8,0,0.03,-0.3,120.5,18,239.2,8,750,1991-02-13
"KUBACKI","DAWID","Lillehammer","Norway",2013-12-08,123,1,"POL",18,91.4,129,70.8,18,18.5,18,18,18.5,54.5,7,5.9,0.67,-6.6,124.6,18,124.6,NA,NA,1990-03-12
"KUBACKI","DAWID","Lillehammer","Norway",2013-12-08,123,2,"POL",31,91.8,19.5,53.7,17.5,17.5,17.5,17.5,17,52.5,8,0,-0.21,2.5,108.7,31,233.3,NA,NA,1990-03-12
"LAMY","CHAPPUIS RONAN","Lillehammer","Norway",2013-12-08,123,1,"FRA",48,91.5,117,49.2,17.5,17.5,18,17.5,17.5,52.5,8,0,-0.19,2.3,104,48,104,NA,NA,1993-09-10
"LOITZL","WOLFGANG","Lillehammer","Norway",2013-12-08,123,1,"AUT",38,91.7,119,52.8,17.5,17.5,17.5,17.5,18,52.5,7,5.9,-0.02,0.2,111.4,38,111.4,NA,NA,1980-01-13
"MORGENSTERN","THOMAS","Lillehammer","Norway",2013-12-08,123,1,"AUT",6,91.5,132.5,77.1,18,19,18,18,15.5,54,7,5.9,0.38,-3.8,133.2,6,133.2,NA,NA,1986-10-30
"MORGENSTERN","THOMAS","Lillehammer","Norway",2013-12-08,123,2,"AUT",5,91.9,34,79.8,19,18.5,19,18.5,18.5,56,8,0,-0.13,1.6,137.4,4,270.6,45,4500,1986-10-30
"MUOTKA","OLLI","Lillehammer","Norway",2013-12-08,123,1,"FIN",22,91,127.5,68.1,18,18.5,18,18,18,54,7,5.9,0.53,-5.2,122.8,22,122.8,NA,NA,1988-07-14
"MUOTKA","OLLI","Lillehammer","Norway",2013-12-08,123,2,"FIN",20,91.9,25.5,64.5,17.5,17.5,18,17.5,17.5,52.5,8,0,-0.24,2.9,119.9,19,242.7,11,1100,1988-07-14
"NAGLIC","TOMAZ","Lillehammer","Norway",2013-12-08,123,1,"SLO",36,91.3,121,56.4,17.5,18,17.5,17.5,18,53,8,0,-0.25,3,112.4,36,112.4,NA,NA,1989-07-18
"NEUMAYER","MICHAEL","Lillehammer","Norway",2013-12-08,123,1,"GER",10,91.7,129,70.8,18,17.5,18,17,16.5,52.5,7,5.9,0.04,-0.4,128.8,10,128.8,NA,NA,1979-01-15
"NEUMAYER","MICHAEL","Lillehammer","Norway",2013-12-08,123,2,"GER",25,92,18.5,51.9,17.5,17.5,17.5,17.5,17,52.5,8,0,-0.41,4.9,109.3,30,238.1,6,550,1979-01-15
"PREVC","PETER","Lillehammer","Norway",2013-12-08,123,1,"SLO",7,91.2,129,70.8,18,19,18.5,18.5,19,56,7,5.9,0.17,-1.7,131,7,131,NA,NA,1992-09-20
"PREVC","PETER","Lillehammer","Norway",2013-12-08,123,2,"SLO",14,91.5,24,61.8,18,17.5,18,18,18,54,8,0,-0.18,2.2,118,25,249,18,1800,1992-09-20
"SCHLIERENZAUER","GREGOR","Lillehammer","Norway",2013-12-08,123,1,"AUT",11,91,127,67.2,18,18.5,18.5,18.5,19,55.5,7,5.9,-0.01,0.1,128.7,11,128.7,NA,NA,1990-01-07
"SCHLIERENZAUER","GREGOR","Lillehammer","Norway",2013-12-08,123,2,"AUT",15,90.9,21,56.4,18,18,18,18,17.5,54,7,5.9,-0.26,3.1,119.4,21,248.1,16,1600,1990-01-07
"SHIMIZU","RERUHI","Lillehammer","Norway",2013-12-08,123,1,"JPN",34,91,125,63.6,17.5,18,18,17.5,17.5,53,7,5.9,0.89,-8.8,113.7,34,113.7,NA,NA,1993-12-04
"STJERNEN","ANDREAS","Lillehammer","Norway",2013-12-08,123,1,"NOR",42,92.5,119.5,53.7,17,17.5,17.5,17.5,18,52.5,8,0,-0.27,3.2,109.4,42,109.4,NA,NA,1988-07-30
"STOCH","KAMIL","Lillehammer","Norway",2013-12-08,123,1,"POL",30,91.2,120,54.6,17.5,17.5,18,17,16.5,52,7,5.9,-0.39,4.7,117.2,30,117.2,NA,NA,1987-05-25
"STOCH","KAMIL","Lillehammer","Norway",2013-12-08,123,2,"POL",18,91.7,29,70.8,18.5,18.5,18,18.5,19,55.5,8,0,-0.12,1.4,127.7,10,244.9,13,1300,1987-05-25
"TAKEUCHI","TAKU","Lillehammer","Norway",2013-12-08,123,1,"JPN",8,90.9,128.5,69.9,18,18.5,18,18,17.5,54,7,5.9,-0.03,0.4,130.2,8,130.2,NA,NA,1987-05-20
"TAKEUCHI","TAKU","Lillehammer","Norway",2013-12-08,123,2,"JPN",8,91.6,26.5,66.3,18.5,18.5,18.5,18.5,19,55.5,8,0,-0.32,3.8,125.6,12,255.8,32,3200,1987-05-20
"TEPES","JURIJ","Lillehammer","Norway",2013-12-08,123,1,"SLO",13,91.2,130,72.6,17.5,18.5,18,18,18,54,7,5.9,0.6,-5.9,126.6,13,126.6,NA,NA,1989-02-14
"TEPES","JURIJ","Lillehammer","Norway",2013-12-08,123,2,"SLO",12,91.3,24.5,62.7,18,17.5,18,18,18,54,7,5.9,-0.05,0.6,123.2,15,249.8,22,2200,1989-02-14
"VASSILIEV","DIMITRY","Lillehammer","Norway",2013-12-08,123,1,"RUS",14,91.6,128,69,18,17.5,17.5,17,18,53,7,5.9,0.15,-1.5,126.4,14,126.4,NA,NA,1979-12-26
"VASSILIEV","DIMITRY","Lillehammer","Norway",2013-12-08,123,2,"RUS",10,90.8,24,61.8,17.5,17.5,17.5,16,17.5,52.5,6,11.8,0.22,-2.2,123.9,14,250.3,26,2600,1979-12-26
"VELTA","RUNE","Lillehammer","Norway",2013-12-08,123,1,"NOR",37,90.9,120,54.6,17,18,17.5,17.5,17.5,52.5,7,5.9,0.09,-0.9,112.1,37,112.1,NA,NA,1989-07-19
"WANK","ANDREAS","Lillehammer","Norway",2013-12-08,123,1,"GER",26,91.4,126,65.4,17.5,18,17,17.5,16.5,52,7,5.9,0.39,-3.9,119.4,26,119.4,NA,NA,1988-02-18
"WANK","ANDREAS","Lillehammer","Norway",2013-12-08,123,2,"GER",23,92.1,25.5,64.5,18.5,18,18,18,18.5,54.5,8,0,-0.07,0.8,119.8,20,239.2,8,750,1988-02-18
"WATASE","YUTA","Lillehammer","Norway",2013-12-08,123,1,"JPN",30,91.7,122,58.2,17.5,17.5,18,17,17.5,52.5,7,5.9,-0.05,0.6,117.2,30,117.2,NA,NA,1982-08-08
"WATASE","YUTA","Lillehammer","Norway",2013-12-08,123,2,"JPN",29,91.8,24.5,62.7,17.5,18,18,18,18,54,8,0,-0.15,1.8,118.5,22,235.7,2,200,1982-08-08
"WELLINGER","ANDREAS","Lillehammer","Norway",2013-12-08,123,1,"GER",19,91.7,127,67.2,16.5,18,17.5,16.5,16,50.5,7,5.9,0.02,-0.2,123.4,19,123.4,NA,NA,1995-08-28
"WELLINGER","ANDREAS","Lillehammer","Norway",2013-12-08,123,2,"GER",11,92.2,28,69,18,18,18,18,17,54,8,0,-0.3,3.6,126.6,11,250,24,2400,1995-08-28
"ZIOBRO","JAN","Lillehammer","Norway",2013-12-08,123,1,"POL",44,91.1,118,51,17,17.5,17.5,17,17,51.5,7,5.9,-0.01,0.1,108.5,44,108.5,NA,NA,1991-06-24
"ZYLA","PIOTR","Lillehammer","Norway",2013-12-08,123,1,"POL",2,90.8,134.5,80.7,18.5,19,18.5,18,18.5,55.5,7,5.9,0.44,-4.4,137.7,2,137.7,NA,NA,1987-01-16
"ZYLA","PIOTR","Lillehammer","Norway",2013-12-08,123,2,"POL",6,90.8,134,79.8,19,18.5,18.5,18,17,55,8,0,0.42,-4.2,130.6,8,268.3,40,4000,1987-01-16
"AHONEN","JANNE","Titisee-Neustadt","Germany",2013-12-14,125,1,"FIN",15,93.3,136,79.8,18.5,18.5,18.5,18.5,18.5,55.5,17,-3.8,0.09,-1,130.5,15,130.5,NA,NA,1977-05-11
"AHONEN","JANNE","Titisee-Neustadt","Germany",2013-12-14,125,2,"FIN",21,92.8,131,70.8,18.5,18,18,18,18,54,16,0,0.1,-1.1,123.7,24,254.2,10,1000,1977-05-11
"AMMANN","SIMON","Titisee-Neustadt","Germany",2013-12-14,125,1,"SUI",3,93.3,144,94.2,17,16,17,16.5,17,50.5,17,-3.8,0.2,-2.2,138.7,3,138.7,NA,NA,1981-06-25
"AMMANN","SIMON","Titisee-Neustadt","Germany",2013-12-14,125,2,"SUI",3,92.8,138,83.4,18.5,17.5,18.5,18.5,18.5,55.5,16,-4.8,0,0,138.9,4,277.6,60,6000,1981-06-25
"ASIKAINEN","LAURI","Titisee-Neustadt","Germany",2013-12-14,125,1,"FIN",34,92.4,132.5,73.5,18,17,18,17,17.5,52.5,16,0,0.51,-5.5,120.5,34,120.5,NA,NA,1989-05-28
"BARDAL","ANDERS","Titisee-Neustadt","Germany",2013-12-14,125,1,"NOR",9,93,139,85.2,19,18,19,19,18.5,56.5,17,-3.8,0.3,-3.2,134.7,9,134.7,NA,NA,1982-08-24
