"jumperSurname","jumperName","compName","compCountry","compDate","compKPoint","jumpSeries","jumperCountry","compRankPlace","jumpSpeed","jumpDistance","jumpPoints","jumpJudgeAPoints","jumpJudgeBPoints","jumpJudgeCPoints","jumpJudgeDPoints","jumpJudgeEPoints","jumpJudgeTotalPoints","jumpGate","JumpGatePoints","jumpWind","jumpWindPoints","jumpTotalPoints","jumpRankPosition","compTotalPoints","classPoints","classPrize","jumperDateOfBirth"
"ZIOBRO","JAN","Wisla","Poland",2014-01-16,120,2,"POL",6,89.7,126,70.8,17.5,18,18,18,18,54,14,0,0.16,-1.6,123.2,11,255,40,4000,1991-06-24
"ZNISZCZOL","ALEKSANDER","Wisla","Poland",2014-01-16,120,1,"POL",40,89,117,54.6,17,17.5,17,17.5,17,51.5,14,0,0.27,-2.7,103.4,40,103.4,NA,NA,1994-03-08
"ZOGRAFSKI","VLADIMIR","Wisla","Poland",2014-01-16,120,1,"BUL",37,88.8,119.5,59.1,17.5,17.5,17.5,17,17,52,14,0,0.4,-4,107.1,37,107.1,NA,NA,1993-07-14
"ZYLA","PIOTR","Wisla","Poland",2014-01-16,120,1,"POL",16,89.6,126,70.8,18,18,18.5,18,17.5,54,14,0,0.46,-4.6,120.2,16,120.2,NA,NA,1987-01-16
"ZYLA","PIOTR","Wisla","Poland",2014-01-16,120,2,"POL",12,90,130,78,18,18.5,18,18,18.5,54.5,14,0,0.42,-4.2,128.3,8,248.5,22,2200,1987-01-16
"ASIKAINEN","LAURI","Zakopane","Poland",2014-01-19,120,1,"FIN",41,89.8,112,45.6,17,17,16.5,16.5,17,50.5,12,0,0.87,-9.4,86.7,41,86.7,NA,NA,1989-05-28
"BARDAL","ANDERS","Zakopane","Poland",2014-01-19,120,1,"NOR",1,90.1,131.5,80.7,17.5,17.5,17.5,18,18,53,12,0,0.62,-6.7,127,1,127,100,10000,1982-08-24
"BIEGUN","KRZYSZTOF","Zakopane","Poland",2014-01-19,120,1,"POL",15,89.8,126.5,71.7,16.5,17.5,16.5,18,17.5,51.5,12,0,1.23,-13.3,109.9,15,109.9,16,1600,1994-05-21
"BOYD-CLOWES","MACKENZIE","Zakopane","Poland",2014-01-19,120,1,"CAN",44,90,109.5,41.1,15,15,15,15,15.5,45,12,0,0.21,-2.3,83.8,44,83.8,NA,NA,1991-07-13
"BRESADOLA","DAVIDE","Zakopane","Poland",2014-01-19,120,1,"ITA",26,89.6,116.5,53.7,17.5,17.5,17.5,17,17.5,52.5,12,0,0.37,-4,102.2,26,102.2,5,500,1988-09-10
"COLLOREDO","SEBASTIAN","Zakopane","Poland",2014-01-19,120,1,"ITA",32,89.7,113.5,48.3,17,17,17,17,17,51,12,0,0.39,-4.2,95.1,32,95.1,NA,NA,1987-09-09
"DAMJAN","JERNEJ","Zakopane","Poland",2014-01-19,120,1,"SLO",31,89.5,108.5,39.3,16.5,16.5,16.5,16.5,17,49.5,12,0,-0.51,6.7,95.5,31,95.5,NA,NA,1983-05-28
"DIETHART","THOMAS","Zakopane","Poland",2014-01-19,120,1,"AUT",43,88.5,107,36.6,16.5,16.5,16,17,16.5,49.5,12,0,0.19,-2.1,84,43,84,NA,NA,1992-02-25
"FANNEMEL","ANDERS","Zakopane","Poland",2014-01-19,120,1,"NOR",28,90,116.5,53.7,17,17,17,16.5,17,51,12,0,0.62,-6.7,98,28,98,3,300,1991-05-13
"FREITAG","RICHARD","Zakopane","Poland",2014-01-19,120,1,"GER",3,90.2,129,76.2,18.5,18,18.5,18.5,18,55,12,0,0.84,-9.1,122.1,3,122.1,60,6000,1991-08-14
"FREUND","SEVERIN","Zakopane","Poland",2014-01-19,120,1,"GER",6,89.9,124,67.2,18.5,18,18.5,18.5,17.5,55,12,0,0.48,-5.2,117,6,117,40,4000,1988-05-11
"HAJEK","ANTONIN","Zakopane","Poland",2014-01-19,120,1,"CZE",24,89.4,118,56.4,18,17.5,17.5,17.5,17,52.5,12,0,0.35,-3.8,105.1,24,105.1,7,700,1987-02-12
"HAYBOECK","MICHAEL","Zakopane","Poland",2014-01-19,120,1,"AUT",7,90.5,122.5,64.5,18,18,18,17.5,17.5,53.5,12,0,0.12,-1.3,116.7,7,116.7,36,3600,1991-03-05
"HILDE","TOM","Zakopane","Poland",2014-01-19,120,1,"NOR",33,89.4,115.5,51.9,17.5,17,17.5,17,17.5,52,12,0,0.85,-9.2,94.7,33,94.7,NA,NA,1987-09-22
"HLAVA","LUKAS","Zakopane","Poland",2014-01-19,120,1,"CZE",46,89.6,100,24,15,14.5,15.5,16,15,45.5,12,0,-0.44,5.7,75.2,46,75.2,NA,NA,1984-09-10
"HULA","STEFAN","Zakopane","Poland",2014-01-19,120,1,"POL",42,89.8,104,31.2,16,16,15.5,17,16,48,12,0,-0.42,5.5,84.7,42,84.7,NA,NA,1986-09-29
"HVALA","JAKA","Zakopane","Poland",2014-01-19,120,1,"SLO",30,89.3,113,47.4,17.5,17,17,17.5,17,51.5,12,0,0.28,-3,95.9,30,95.9,1,100,1993-07-15
"JACOBSEN","ANDERS","Zakopane","Poland",2014-01-19,120,1,"NOR",29,89.7,114,49.2,17,17,17,17.5,17,51,12,0,0.35,-3.8,96.4,29,96.4,2,200,1985-02-17
"JANDA","JAKUB","Zakopane","Poland",2014-01-19,120,1,"CZE",14,89.8,125.5,69.9,18,18,18,18,17.5,54,12,0,1.12,-12.1,111.8,14,111.8,18,1800,1978-04-27
"JOHANSSON","ROBERT","Zakopane","Poland",2014-01-19,120,1,"NOR",35,90.4,107,36.6,17,16.5,16.5,17,16.5,50,12,0,-0.33,4.3,90.9,35,90.9,NA,NA,1990-03-23
"JUSTIN","ROK","Zakopane","Poland",2014-01-19,120,1,"SLO",36,90,108.5,39.3,16.5,16.5,17,17,17,50.5,12,0,-0.07,0.9,90.7,36,90.7,NA,NA,1993-04-06
"KOFLER","ANDREAS","Zakopane","Poland",2014-01-19,120,1,"AUT",10,89.8,131,79.8,17.5,18,17.5,18,17.5,53,12,0,1.58,-17.1,115.7,10,115.7,26,2500,1984-05-17
"KOIVURANTA","ANSSI","Zakopane","Poland",2014-01-19,120,1,"FIN",9,90.4,125.5,69.9,18,18,18,18,17.5,54,12,0,0.71,-7.7,116.2,9,116.2,29,2900,1988-07-03
"KOT","MACIEJ","Zakopane","Poland",2014-01-19,120,1,"POL",10,89.9,126.5,71.7,18.5,18,18,17.5,18,54,12,0,0.93,-10,115.7,10,115.7,26,2500,1991-06-09
"KOUDELKA","ROMAN","Zakopane","Poland",2014-01-19,120,1,"CZE",34,89.9,112.5,46.5,17,17,17,17.5,17,51,12,0,0.34,-3.7,93.8,34,93.8,NA,NA,1989-07-09
"KOZISEK","CESTMIR","Zakopane","Poland",2014-01-19,120,1,"CZE",49,90.2,100,24,16,15.5,15.5,16,16,47.5,12,0,0.64,-6.9,64.6,49,64.6,NA,NA,1991-11-09
"KRAFT","STEFAN","Zakopane","Poland",2014-01-19,120,1,"AUT",22,90.1,119.5,59.1,17,17.5,17.5,17,17,51.5,12,0,0.42,-4.5,106.1,22,106.1,9,850,1993-05-13
"KRANJEC","ROBERT","Zakopane","Poland",2014-01-19,120,1,"SLO",47,90.4,101.5,26.7,14.5,14.5,14.5,15,14.5,43.5,12,0,0.04,-0.4,69.8,47,69.8,NA,NA,1981-07-16
"KRAUS","MARINUS","Zakopane","Poland",2014-01-19,120,1,"GER",4,90,130,78,18,18.5,18,18,18,54,12,0,0.98,-10.6,121.4,4,121.4,50,5000,1991-02-13
"KUBACKI","DAWID","Zakopane","Poland",2014-01-19,120,1,"POL",38,89.9,109,40.2,17,17,17,17,17,51,12,0,0.26,-2.8,88.4,38,88.4,NA,NA,1990-03-12
"LAMY","CHAPPUIS RONAN","Zakopane","Poland",2014-01-19,120,1,"FRA",18,89.7,127,72.6,18,18,18,17.5,17.5,53.5,12,0,1.7,-18.4,107.7,18,107.7,13,1300,1993-09-10
"LOITZL","WOLFGANG","Zakopane","Poland",2014-01-19,120,1,"AUT",16,90.8,120,60,17.5,18,18,17.5,17,53,12,0,0.35,-3.8,109.2,16,109.2,15,1450,1980-01-13
"MAKSIMOCHKIN","MIKHAIL","Zakopane","Poland",2014-01-19,120,1,"RUS",5,89.8,130.5,78.9,18,18,17.5,17.5,18,53.5,12,0,1.17,-12.6,119.8,5,119.8,45,4500,1993-08-29
"MATURA","JAN","Zakopane","Poland",2014-01-19,120,1,"CZE",20,89.7,117,54.6,18,17.5,18,17.5,17,53,12,0,0.07,-0.8,106.8,20,106.8,11,1100,1980-01-29
"MIETUS","KRZYSZTOF","Zakopane","Poland",2014-01-19,120,1,"POL",39,89.7,112,45.6,16.5,17,17,17,17,51,12,0,0.78,-8.4,88.2,39,88.2,NA,NA,1991-03-08
"MURANKA","KLEMENS","Zakopane","Poland",2014-01-19,120,1,"POL",13,89.7,117.5,55.5,17.5,17.5,17,17,17,51.5,12,0,-0.42,5.5,112.5,13,112.5,20,2000,1994-08-31
"NAGLIC","TOMAZ","Zakopane","Poland",2014-01-19,120,1,"SLO",8,90.2,128,74.4,17.5,18,17.5,17.5,18,53,12,0,1.03,-11.1,116.3,8,116.3,32,3200,1989-07-18
"POPPINGER","MANUEL","Zakopane","Poland",2014-01-19,120,1,"AUT",27,89.7,115.5,51.9,17,17,17,17,17,51,12,0,0.26,-2.8,100.1,27,100.1,4,400,1989-05-19
"PREVC","PETER","Zakopane","Poland",2014-01-19,120,1,"SLO",2,90.9,124.5,68.1,18,18,18.5,18,18,54,12,0,-0.2,2.6,124.7,2,124.7,80,8000,1992-09-20
"SCHLIERENZAUER","GREGOR","Zakopane","Poland",2014-01-19,120,1,"AUT",12,90.3,118.5,57.3,18,17.5,18.5,17.5,17.5,53,12,0,-0.36,4.7,115,12,115,22,2200,1990-01-07
"STOCH","KAMIL","Zakopane","Poland",2014-01-19,120,1,"POL",17,90.1,126.5,71.7,15.5,15.5,16,13.5,15.5,46.5,12,0,0.93,-10,108.2,17,108.2,14,1400,1987-05-25
"TANDE","DANIEL-ANDRE","Zakopane","Poland",2014-01-19,120,1,"NOR",48,89.5,94.5,141,16.5,15,16,16,16,48,12,0,-0.44,5.7,67.8,48,67.8,NA,NA,1994-01-24
"TEPES","JURIJ","Zakopane","Poland",2014-01-19,120,1,"SLO",25,90.6,117,54.6,17,17.5,17.5,17,17.5,52,12,0,0.31,-3.3,103.3,25,103.3,6,600,1989-02-14
"VELTA","RUNE","Zakopane","Poland",2014-01-19,120,1,"NOR",22,90,120,60,18,17.5,18,17.5,17.5,53,12,0,0.64,-6.9,106.1,22,106.1,9,850,1989-07-19
"WANK","ANDREAS","Zakopane","Poland",2014-01-19,120,1,"GER",37,90.4,128,74.4,11,10.5,10.5,10.5,11,32,12,0,1.53,-16.5,89.9,37,89.9,NA,NA,1988-02-18
"WELLINGER","ANDREAS","Zakopane","Poland",2014-01-19,120,1,"GER",50,87.9,86,-12,14,14.5,14.5,13,14.5,43,12,0,0.55,-5.9,35.9,50,35.9,NA,NA,1995-08-28
"WOLNY","JAKUB","Zakopane","Poland",2014-01-19,120,1,"POL",45,90.1,105,33,16,16.5,16,16.5,16,48.5,12,0,-0.13,1.7,83.2,45,83.2,NA,NA,1995-05-15
"ZIOBRO","JAN","Zakopane","Poland",2014-01-19,120,1,"POL",21,89.6,119,58.2,18.5,17.5,17.5,18,17,53,12,0,0.42,-4.5,106.7,21,106.7,10,1000,1991-06-24
"ZNISZCZOL","ALEKSANDER","Zakopane","Poland",2014-01-19,120,1,"POL",40,90,104.5,32.1,16.5,16,16,17,16,48.5,12,0,-0.53,6.9,87.5,40,87.5,NA,NA,1994-03-08
"ZYLA","PIOTR","Zakopane","Poland",2014-01-19,120,1,"POL",19,90.3,118.5,57.3,17,17.5,17.5,17,17,51.5,12,0,0.18,-1.9,106.9,19,106.9,12,1200,1987-01-16
"BRESADOLA","DAVIDE","Sapporo","Japan",2014-01-25,120,1,"ITA",42,89.3,114,49.2,16.5,17,16.5,17,17,50.5,17,9,0.55,-6.4,102.3,42,102.3,NA,NA,1988-09-10
"DAMJAN","JERNEJ","Sapporo","Japan",2014-01-25,120,1,"SLO",2,89.7,135.5,87.9,18.5,18.5,19,18.5,17,55.5,17,9,1.04,-12.2,140.2,2,140.2,NA,NA,1983-05-28
"DAMJAN","JERNEJ","Sapporo","Japan",2014-01-25,120,2,"SLO",2,90.4,129,76.2,18,18,18,18.5,19,54.5,19,0,-0.43,6.1,136.8,3,277,80,8000,1983-05-28
"DELLASEGA","ROBERTO","Sapporo","Japan",2014-01-25,120,1,"ITA",8,90.1,133,83.4,18.5,18,18.5,18.5,18,55,17,9,1.06,-12.4,135,8,135,NA,NA,1990-06-15
"DELLASEGA","ROBERTO","Sapporo","Japan",2014-01-25,120,2,"ITA",25,90.9,113.5,48.3,16.5,16.5,16.5,17,17,50,19,0,-0.31,4.4,102.7,27,237.7,6,600,1990-06-15
"DESCHWANDEN","GREGOR","Sapporo","Japan",2014-01-25,120,1,"SUI",43,89.5,113,47.4,16.5,16.5,16.5,17,17,50,17,9,0.5,-5.9,100.5,43,100.5,NA,NA,1991-02-27
"DEZMAN","NEJC","Sapporo","Japan",2014-01-25,120,1,"SLO",5,90.2,137,90.6,17,17,18.5,18.5,18.5,54,17,9,1.37,-16,137.6,5,137.6,NA,NA,1992-12-07
"DEZMAN","NEJC","Sapporo","Japan",2014-01-25,120,2,"SLO",7,91.2,120.5,60.9,17.5,17.5,17,18,18,53,19,0,-0.29,4.1,118,9,255.6,36,3600,1992-12-07
"EGLOFF","PASCAL","Sapporo","Japan",2014-01-25,120,1,"SUI",49,90.2,113,47.4,17,17,17,17.5,16.5,51,19,0,0.71,-8.3,90.1,49,90.1,NA,NA,1992-08-08
"EISENBICHLER","MARKUS","Sapporo","Japan",2014-01-25,120,2,"GER",8,90.9,127,72.6,18,18,18,18.5,18,54,19,0,-0.16,2.3,128.9,6,254.3,32,2900,1991-04-03
"EISENBICHLER","MARKUS","Sapporo","Japan",2014-01-25,120,1,"GER",21,90.8,134,85.2,17,17.5,18.5,18,17.5,53,19,0,1.09,-12.8,125.4,21,125.4,NA,NA,1991-04-03
"FETTNER","MANUEL","Sapporo","Japan",2014-01-25,120,1,"AUT",10,90.2,131,79.8,18.5,18.5,18.5,18,18,55,17,9,0.95,-11.1,132.7,10,132.7,NA,NA,1985-06-17
"FETTNER","MANUEL","Sapporo","Japan",2014-01-25,120,2,"AUT",14,90.7,123,65.4,17.5,18,18,18,18,54,19,0,0.05,-0.6,118.8,18,251.5,18,1800,1985-06-17
"GEIGER","KARL","Sapporo","Japan",2014-01-25,120,1,"GER",4,90.2,133.5,84.3,18,18.5,19,18.5,18.5,55.5,17,9,0.88,-10.3,138.5,4,138.5,NA,NA,1993-02-11
"GEIGER","KARL","Sapporo","Japan",2014-01-25,120,2,"GER",13,91.1,117.5,55.5,17,17.5,17.5,18,17.5,52.5,19,0,-0.39,5.5,113.5,23,252,20,2000,1993-02-11
"GRIMSRUD","SIMEN KEY","Sapporo","Japan",2014-01-25,120,1,"NOR",31,90.2,125,69,17.5,17.5,17,17.5,18,52.5,19,0,0.85,-9.9,111.6,31,111.6,NA,NA,1992-03-11
"HAJEK","ANTONIN","Sapporo","Japan",2014-01-25,120,1,"CZE",19,89.6,128.5,75.3,18,18,18.5,18.5,18.5,55,17,9,1,-11.7,127.6,19,127.6,NA,NA,1987-02-12
"HAJEK","ANTONIN","Sapporo","Japan",2014-01-25,120,2,"CZE",27,90.2,112.5,46.5,16.5,17.5,16.5,17.5,17.5,51.5,19,0,-0.29,4.1,102.1,29,229.7,4,400,1987-02-12
"HAUER","JOACHIM","Sapporo","Japan",2014-01-25,120,1,"NOR",48,89.8,112,45.6,16.5,17,17,17,16.5,50.5,19,0,0.37,-4.3,91.8,48,91.8,NA,NA,1991-02-02
"HEISKANEN","SAMI","Sapporo","Japan",2014-01-25,120,1,"FIN",24,89.6,127.5,73.5,17.5,17.5,18,18,18,53.5,17,9,1.06,-12.4,123.6,24,123.6,NA,NA,1991-10-14
"HEISKANEN","SAMI","Sapporo","Japan",2014-01-25,120,2,"FIN",26,90.5,116,52.8,16.5,17,16.5,17,17,50.5,19,0,-0.31,4.4,107.7,26,231.3,5,500,1991-10-14
"HLAVA","LUKAS","Sapporo","Japan",2014-01-25,120,1,"CZE",11,89.8,130,78,17.5,18.5,18.5,18,18.5,55,17,9,0.9,-10.5,131.5,11,131.5,NA,NA,1984-09-10
"HLAVA","LUKAS","Sapporo","Japan",2014-01-25,120,2,"CZE",16,90.7,119,58.2,17.5,17.5,17.5,18,18,53,19,0,-0.43,6.1,117.3,20,248.8,15,1450,1984-09-10
"HRGOTA","ROBERT","Sapporo","Japan",2014-01-25,120,1,"SLO",20,90.6,132.5,82.5,18,18,18.5,19,17.5,54.5,19,0,0.86,-10.1,126.9,20,126.9,NA,NA,1988-08-02
"HRGOTA","ROBERT","Sapporo","Japan",2014-01-25,120,2,"SLO",18,91,123,65.4,17.5,18,17.5,18,18,53.5,19,0,-0.15,2.1,121,12,247.9,13,1300,1988-08-02
"HULA","STEFAN","Sapporo","Japan",2014-01-25,120,1,"POL",36,89.2,121.5,62.7,16,17,17.5,17.5,16.5,51,17,9,1.27,-14.9,107.8,36,107.8,NA,NA,1986-09-29
"INGVALDSEN","OLE MARIUS","Sapporo","Japan",2014-01-25,120,1,"NOR",44,89.1,114.5,50.1,15.5,16,15.5,15.5,15,46.5,17,9,0.51,-6,99.6,44,99.6,NA,NA,1985-10-02
"ITO","DAIKI","Sapporo","Japan",2014-01-25,120,1,"JPN",14,90.2,127.5,73.5,17.5,18.5,18,18,18,54,18,4.5,0.21,-2.5,129.5,14,129.5,NA,NA,1985-12-27
"ITO","DAIKI","Sapporo","Japan",2014-01-25,120,2,"JPN",5,90.6,127.5,73.5,17.5,18.5,18,18.5,18,54.5,19,0,-0.26,3.7,131.7,5,261.2,45,4500,1985-12-27
"JOHANSSON","ROBERT","Sapporo","Japan",2014-01-25,120,1,"NOR",12,90,132.5,82.5,17.5,18,18.5,18,18,54,17,9,1.3,-15.2,130.3,12,130.3,NA,NA,1990-03-23
"JOHANSSON","ROBERT","Sapporo","Japan",2014-01-25,120,2,"NOR",20,90.8,119.5,59.1,16.5,17,17,17,17,51,19,0,-0.24,3.4,113.5,23,243.8,11,1100,1990-03-23
"KASAI","NORIAKI","Sapporo","Japan",2014-01-25,120,1,"JPN",6,90.3,132.5,82.5,18.5,18.5,18,18.5,17.5,55,18,4.5,0.41,-4.8,137.2,6,137.2,NA,NA,1972-06-06
"KASAI","NORIAKI","Sapporo","Japan",2014-01-25,120,2,"JPN",3,90.7,129,76.2,18,18,18,18.5,18,54,19,0,-0.33,4.7,134.9,4,272.1,60,6000,1972-06-06
"KOBAYASHI","JUNSHIRO","Sapporo","Japan",2014-01-25,120,1,"JPN",34,89.9,123,65.4,17,17.5,17.5,17.5,17,52,19,0,0.66,-7.7,109.7,34,109.7,NA,NA,1991-06-11
"KOCH","MARTIN","Sapporo","Japan",2014-01-25,120,1,"AUT",38,90.3,119.5,59.1,17,17.5,17,18,17,51.5,17,9,1.17,-13.7,105.9,38,105.9,NA,NA,1982-01-22
"KOFLER","ANDREAS","Sapporo","Japan",2014-01-25,120,1,"AUT",3,90.7,132,81.6,18.5,18.5,18.5,19,18,55.5,18,4.5,0.24,-2.8,138.8,3,138.8,NA,NA,1984-05-17
"KOFLER","ANDREAS","Sapporo","Japan",2014-01-25,120,2,"AUT",6,91.2,122,63.6,17.5,17,17.5,18,18,53,19,0,-0.36,5.1,121.7,11,260.5,40,4000,1984-05-17
"KRAFT","STEFAN","Sapporo","Japan",2014-01-25,120,1,"AUT",23,90.6,128,74.4,17.5,17.5,17,18.5,17,52,18,4.5,0.58,-6.8,124.1,23,124.1,NA,NA,1993-05-13
"KRAFT","STEFAN","Sapporo","Japan",2014-01-25,120,2,"AUT",24,90.9,119.5,59.1,17.5,17,17,18,17.5,52,19,0,-0.19,2.7,113.8,22,237.9,7,700,1993-05-13
"KRANJEC","ROBERT","Sapporo","Japan",2014-01-25,120,1,"SLO",16,90.4,128,74.4,17.5,17,17.5,17.5,16.5,52,18,4.5,0.24,-2.8,128.1,16,128.1,NA,NA,1981-07-16
"KRANJEC","ROBERT","Sapporo","Japan",2014-01-25,120,2,"SLO",4,90.9,132.5,82.5,18.5,18.5,18,18,18.5,55,19,0,-0.09,1.3,138.8,2,266.9,50,5000,1981-07-16
"LAMY","CHAPPUIS RONAN","Sapporo","Japan",2014-01-25,120,1,"FRA",9,89.6,134.5,86.1,19,19,19,19,18.5,57,17,9,1.55,-18.1,134,9,134,NA,NA,1993-09-10
"LAMY","CHAPPUIS RONAN","Sapporo","Japan",2014-01-25,120,2,"FRA",11,90.5,122,63.6,17.5,17.5,17.5,18,17.5,52.5,19,0,-0.25,3.5,119.6,16,253.6,24,2400,1993-09-10
"LARINTO","VILLE","Sapporo","Japan",2014-01-25,120,1,"FIN",32,90.2,122,63.6,17,18,17,17.5,17.5,52,19,0,0.4,-4.7,110.9,32,110.9,NA,NA,1990-04-11
"LOITZL","WOLFGANG","Sapporo","Japan",2014-01-25,120,1,"AUT",37,90.9,116,52.8,17,17.5,17,18,17,51.5,18,4.5,0.2,-2.3,106.5,37,106.5,NA,NA,1980-01-13
"MAKSIMOCHKIN","MIKHAIL","Sapporo","Japan",2014-01-25,120,1,"RUS",22,89.9,130.5,78.9,17,17,18,17.5,16.5,51.5,17,9,1.21,-14.2,125.2,22,125.2,NA,NA,1993-08-29
"MAKSIMOCHKIN","MIKHAIL","Sapporo","Japan",2014-01-25,120,2,"RUS",19,90.4,122.5,64.5,17.5,16.5,17.5,18,17.5,52.5,19,0,-0.23,3.3,120.3,14,245.5,12,1200,1993-08-29
"MATURA","JAN","Sapporo","Japan",2014-01-25,120,1,"CZE",13,90,127.5,73.5,17.5,18.5,18,18.5,17.5,54,18,4.5,0.19,-2.2,129.8,13,129.8,NA,NA,1980-01-29
"MATURA","JAN","Sapporo","Japan",2014-01-25,120,2,"CZE",8,90.4,125.5,69.9,17.5,18,17.5,18.5,18,53.5,19,0,-0.08,1.1,124.5,9,254.3,32,2900,1980-01-29
"MIETUS","KRZYSZTOF","Sapporo","Japan",2014-01-25,120,1,"POL",39,90.2,123.5,66.3,16.5,17.5,17.5,17.5,17,52,19,0,1.08,-12.6,105.7,39,105.7,NA,NA,1991-03-08
"NAGLIC","TOMAZ","Sapporo","Japan",2014-01-25,120,1,"SLO",7,90,132,81.6,18.5,19,18.5,18,18,55,17,9,0.81,-9.5,136.1,7,136.1,NA,NA,1989-07-18
"NAGLIC","TOMAZ","Sapporo","Japan",2014-01-25,120,2,"SLO",12,90.8,121.5,62.7,17,17,17,17.5,17.5,51.5,19,0,-0.13,1.8,116,1,252.1,22,2200,1989-07-18
"NEUMAYER","MICHAEL","Sapporo","Japan",2014-01-25,120,1,"GER",15,91,130,78,18,18,18,17.5,17,53.5,18,4.5,0.56,-6.6,129.4,15,129.4,NA,NA,1979-01-15
"NEUMAYER","MICHAEL","Sapporo","Japan",2014-01-25,120,2,"GER",8,91.2,126.5,71.7,17.5,17.5,17.5,17.5,17,52.5,19,0,-0.05,0.7,124.9,8,254.3,32,2900,1979-01-15
"NIEMI","SAMI","Sapporo","Japan",2014-01-25,120,1,"FIN",33,90.2,123.5,66.3,17.5,18,17.5,18,17.5,53,19,0,0.74,-8.7,110.6,33,110.6,NA,NA,1991-02-16
"OKABE","TAKANOBU","Sapporo","Japan",2014-01-25,120,1,"JPN",47,89.4,111.5,44.7,17,16.5,17,17,17,51,19,0,0.32,-3.7,92,47,92,NA,NA,1970-10-26
"PASCHKE","PIUS","Sapporo","Japan",2014-01-25,120,1,"GER",41,90.3,121,61.8,16.5,16.5,17,17.5,17,50.5,19,0,0.75,-8.8,103.5,41,103.5,NA,NA,1990-05-20
"PITEA","SORIN IULIAN","Sapporo","Japan",2014-01-25,120,1,"ROU",46,89.4,114.5,50.1,16.5,17,16.5,17.5,17,50.5,17,9,1.17,-13.7,95.9,46,95.9,NA,NA,1997-07-09
"POLYCHRONIDIS","NICO","Sapporo","Japan",2014-01-25,120,1,"GRE",40,90.5,123.5,66.3,17,17.5,17,18,16.5,51.5,19,0,1.04,-12.2,105.6,40,105.6,NA,NA,1989-11-08
"POPPINGER","MANUEL","Sapporo","Japan",2014-01-25,120,1,"AUT",27,89.7,124,67.2,17.5,17.5,17.5,18,17,52.5,17,9,0.88,-10.3,118.4,27,118.4,NA,NA,1989-05-19
"POPPINGER","MANUEL","Sapporo","Japan",2014-01-25,120,2,"AUT",23,90.3,123,65.4,17.5,17,17.5,18,17.5,52.5,14,0,-0.15,2.1,120,15,238.4,8,800,1989-05-19
"PREVC","PETER","Sapporo","Japan",2014-01-25,120,1,"SLO",1,90.8,137,90.6,19,19,19,19,19,57,18,4.5,0.31,-3.6,148.5,1,148.5,NA,NA,1992-09-20
"PREVC","PETER","Sapporo","Japan",2014-01-25,120,2,"SLO",1,91.1,134.5,86.1,18.5,18.5,18.5,18.5,19.5,55.5,19,0,-0.32,4.5,146.1,1,294.6,100,10000,1992-09-20
"QUECK","DANNY","Sapporo","Japan",2014-01-25,120,1,"GER",25,90.1,126,70.8,17,17,18,18,17,52,17,9,1.01,-11.8,120,25,120,NA,NA,1989-09-17
"QUECK","DANNY","Sapporo","Japan",2014-01-25,120,2,"GER",22,91,123,65.4,17.5,17.5,17.5,18,18,53,14,0,-0.08,1.1,119.5,17,239.5,9,900,1989-09-17
"SAMMELSELG","SIIM-TANEL","Sapporo","Japan",2014-01-25,120,1,"EST",45,90.3,119.5,59.1,17,17.5,17,18,17,51.5,19,0,1.01,-11.8,98.8,45,98.8,NA,NA,1993-05-18
"SHIMIZU","RERUHI","Sapporo","Japan",2014-01-25,120,1,"JPN",18,89.7,127,72.6,18,18,18,18,18,54,17,9,0.66,-7.7,127.9,18,127.9,NA,NA,1993-12-04
"SHIMIZU","RERUHI","Sapporo","Japan",2014-01-25,120,2,"JPN",15,90.4,123.5,66.3,17,17.5,17.5,17.5,18,52.5,19,0,-0.27,3.8,122.6,10,250.5,16,1600,1993-12-04
"STJERNEN","ANDREAS","Sapporo","Japan",2014-01-25,120,1,"NOR",50,89.8,110.5,42.9,16.5,16.5,16,17,16,49,17,9,1.19,-13.9,87,50,87,NA,NA,1988-07-30
"SWENSEN","VEGARD","Sapporo","Japan",2014-01-25,120,1,"NOR",35,90.3,122.5,64.5,17.5,18,17.5,18.5,17.5,53,17,9,1.57,-18.4,108.1,35,108.1,NA,NA,1986-10-22
"TAKAHASHI","DAITO","Sapporo","Japan",2014-01-25,120,1,"JPN",28,90.2,125.5,69.9,17.5,18.5,18,18.5,18,54.5,19,0,0.75,-8.8,115.6,28,115.6,NA,NA,1980-12-16
"TAKAHASHI","DAITO","Sapporo","Japan",2014-01-25,120,2,"JPN",30,90.6,113,47.4,16.5,16.5,16.5,17.5,16,49.5,19,0,0.05,-0.6,96.3,30,211.9,1,100,1980-12-16
"TAKEUCHI","TAKU","Sapporo","Japan",2014-01-25,120,1,"JPN",29,89.9,121.5,62.7,17.5,18,17.5,18,17,53,18,4.5,0.41,-4.8,115.4,29,115.4,NA,NA,1987-05-20
"TAKEUCHI","TAKU","Sapporo","Japan",2014-01-25,120,2,"JPN",21,90.4,128,74.4,17.5,18.5,18,18.5,18.5,55,19,0,0.09,-1.1,128.3,7,243.7,10,1000,1987-05-20
"TEPES","JURIJ","Sapporo","Japan",2014-01-25,120,1,"SLO",30,90.8,121.5,62.7,17,17.5,17,17.5,17,51.5,18,4.5,0.29,-3.4,115.3,30,115.3,NA,NA,1989-02-14
